Gender,Age,Openness,Neuroticism,Conscientiousness,Agreeableness,Extraversion,Personality (Class label)
Male,32,4,4,3,3,3,Neurotic
Female,17,3,4,3,3,4,Extraverted
Female,20,4,2,3,3,3,Open
Male,38,3,3,3,4,4,Extraverted
Female,20,4,3,4,3,4,Extraverted
Male,21,4,4,3,3,2,Neurotic
Female,24,3,2,4,3,3,Conscientious
Male,49,4,2,3,3,3,Open
Male,17,3,4,3,3,3,Neurotic
Male,24,3,3,4,3,3,Conscientious
Male,28,4,2,3,3,4,Extraverted
Male,18,4,3,4,4,4,Open
Male,24,4,3,3,3,3,Open
Female,38,4,3,3,3,3,Open
Male,24,4,4,3,3,3,Neurotic
Male,24,3,4,3,4,3,Neurotic
Male,20,3,5,3,3,3,Neurotic
Male,25,4,4,4,3,2,Neurotic
Male,37,4,2,3,3,3,Open
Male,19,4,3,3,3,3,Open
Male,31,4,2,3,3,3,Open
Male,22,3,4,3,3,3,Neurotic
Male,32,3,4,3,3,3,Neurotic
Male,20,3,4,4,2,2,Conscientious
Male,17,3,4,3,3,3,Neurotic
Male,26,4,3,3,3,3,Open
Male,30,4,4,3,3,3,Neurotic
Male,28,4,4,3,3,3,Neurotic
Female,42,3,2,3,4,3,Agreeable
Male,31,3,4,3,2,3,Neurotic
Female,25,4,3,3,3,2,Open
Male,35,4,2,3,3,3,Open
Female,22,4,2,3,3,3,Open
Male,32,3,4,3,3,3,Neurotic
Male,31,4,4,3,4,4,Extraverted
Male,37,4,4,4,3,3,Neurotic
Male,33,3,4,3,3,3,Neurotic
Male,32,3,4,4,4,3,Neurotic
Male,26,3,3,4,3,4,Extraverted
Male,33,3,4,2,3,3,Neurotic
Male,32,4,4,4,4,4,Extraverted
Female,23,4,3,4,3,3,Open
Female,21,5,4,4,4,4,Extraverted
Female,51,4,4,3,3,2,Neurotic
Male,21,3,4,3,4,3,Neurotic
Female,27,4,4,4,3,4,Neurotic
Female,21,4,3,3,3,3,Open
Male,17,3,2,2,4,3,Agreeable
Female,30,3,4,3,3,3,Neurotic
Male,17,3,4,3,4,2,Neurotic
Female,17,4,3,3,3,3,Open
Male,40,4,2,4,3,3,Open
Female,24,3,3,3,4,4,Extraverted
Male,23,4,2,3,3,4,Extraverted
Female,37,3,4,3,4,3,Agreeable
Male,41,4,4,3,3,3,Neurotic
Female,34,4,4,3,4,3,Neurotic
Female,31,4,5,3,3,4,Extraverted
Female,21,3,3,3,3,4,Extraverted
Female,18,4,4,3,3,3,Neurotic
Female,55,3,4,3,3,3,Neurotic
Female,29,4,2,3,4,3,Open
Female,53,4,4,3,3,3,Neurotic
Male,34,3,4,3,3,3,Neurotic
Male,18,3,4,3,3,3,Neurotic
Male,23,4,3,3,3,3,Open
Female,18,4,4,3,3,3,Neurotic
Female,59,4,3,4,4,4,Extraverted
Male,24,4,3,3,3,3,Open
Male,30,4,3,3,4,3,Agreeable
Female,20,4,2,3,3,3,Open
Male,18,3,4,3,3,3,Neurotic
Male,24,4,3,3,3,3,Open
Female,20,3,4,3,4,3,Neurotic
Female,20,4,4,4,3,3,Neurotic
Female,21,4,3,4,3,3,Conscientious
Male,19,4,3,3,4,3,Open
Female,47,4,3,3,3,3,Open
Male,17,3,4,3,4,4,Extraverted
Male,48,3,3,3,4,3,Agreeable
Male,32,4,3,3,3,3,Open
Male,30,4,4,4,3,3,Neurotic
Male,21,4,4,3,3,3,Neurotic
Male,18,3,5,3,3,2,Neurotic
Male,23,3,4,3,3,3,Neurotic
Male,21,4,4,4,3,2,Neurotic
Female,36,4,3,3,3,3,Open
Female,57,4,2,3,3,3,Open
Female,20,4,4,3,3,3,Neurotic
Male,49,4,2,3,4,3,Agreeable
Male,50,4,2,3,3,3,Open
Male,38,4,3,4,3,3,Open
Male,44,4,2,3,3,3,Open
Female,24,3,4,3,4,4,Extraverted
Male,17,3,4,3,4,4,Extraverted
Male,18,4,3,3,3,3,Open
Male,56,4,3,3,3,3,Open
Female,30,4,3,3,4,3,Open
Male,18,4,2,3,3,3,Open
Male,44,4,4,4,4,3,Neurotic
Male,26,3,4,3,3,3,Neurotic
Female,17,4,4,3,4,3,Neurotic
Female,17,3,2,2,4,2,Agreeable
Male,26,3,3,4,3,3,Conscientious
Male,22,3,4,3,3,3,Neurotic
Male,35,4,4,3,4,3,Neurotic
Male,40,4,4,4,3,3,Neurotic
Male,18,4,4,3,3,3,Neurotic
Female,29,4,2,4,3,3,Open
Male,20,3,4,3,3,3,Neurotic
Female,63,4,3,3,3,3,Open
Female,24,4,5,4,4,3,Neurotic
Male,17,4,4,4,3,3,Neurotic
Female,41,4,2,3,3,3,Open
Male,41,3,4,4,3,3,Neurotic
Male,22,3,4,3,2,3,Neurotic
Female,28,4,3,3,4,3,Agreeable
Male,19,3,5,3,4,3,Neurotic
Male,24,4,3,3,2,3,Open
Male,21,3,4,4,4,3,Neurotic
Male,46,3,2,3,3,4,Extraverted
Female,42,3,3,3,4,3,Agreeable
Male,17,3,4,4,3,3,Neurotic
Female,17,4,3,3,3,4,Extraverted
Male,21,3,4,3,4,4,Extraverted
Female,17,4,3,3,3,3,Open
Male,17,3,4,3,4,3,Neurotic
Male,24,4,3,4,3,3,Conscientious
Male,49,4,3,3,3,3,Open
Male,24,4,2,4,3,3,Conscientious
Female,22,4,5,4,2,2,Neurotic
Male,18,4,4,3,3,3,Neurotic
Male,33,4,3,4,3,3,Open
Female,59,4,4,3,4,3,Agreeable
Female,43,4,2,3,3,3,Open
Male,17,4,3,4,3,3,Open
Male,46,3,4,3,3,3,Neurotic
Female,27,4,3,3,3,4,Extraverted
Female,26,3,3,3,4,3,Agreeable
Female,25,3,4,3,4,3,Neurotic
Male,43,4,4,4,4,3,Neurotic
Female,23,4,3,3,3,3,Open
Female,32,2,4,2,4,3,Neurotic
Male,29,3,3,4,3,3,Conscientious
Male,17,3,4,3,3,4,Extraverted
Male,21,3,5,4,3,3,Neurotic
Male,27,3,4,3,3,3,Neurotic
Male,45,4,3,3,3,3,Open
Male,18,3,2,3,4,3,Agreeable
Female,57,4,4,3,3,3,Open
Female,26,4,3,3,4,3,Agreeable
Female,26,4,4,4,4,2,Neurotic
Male,19,3,3,3,4,3,Agreeable
Female,41,3,3,4,3,3,Conscientious
Female,19,4,4,3,4,3,Open
Male,50,4,4,3,3,3,Neurotic
Male,19,3,4,3,3,3,Neurotic
Female,23,3,4,4,4,3,Neurotic
Female,17,4,3,3,3,3,Open
Female,32,4,2,3,3,3,Open
Male,57,4,2,3,4,4,Extraverted
Male,20,4,3,3,3,3,Open
Male,22,3,3,2,4,3,Agreeable
Male,33,4,4,4,3,3,Neurotic
Male,28,3,3,3,3,4,Extraverted
Female,17,4,4,3,4,3,Agreeable
Male,21,3,4,4,3,3,Neurotic
Male,26,3,4,4,4,4,Neurotic
Male,17,3,4,3,3,3,Neurotic
Male,21,4,4,3,3,3,Neurotic
Male,25,3,4,3,4,2,Neurotic
Female,65,3,4,3,3,3,Neurotic
Female,22,3,4,3,4,3,Agreeable
Female,21,3,3,3,3,4,Extraverted
Male,22,3,4,3,4,3,Agreeable
Female,29,4,3,2,3,3,Open
Female,22,3,3,3,4,3,Agreeable
Male,21,3,4,3,3,3,Neurotic
Female,21,4,2,3,2,3,Open
Male,40,3,2,4,3,4,Extraverted
Male,23,3,4,3,4,3,Neurotic
Male,36,4,2,3,3,3,Open
Male,17,3,4,3,2,4,Extraverted
Male,24,3,5,4,4,3,Neurotic
Male,24,4,3,3,3,2,Open
Male,49,4,3,4,3,3,Open
Male,35,3,4,3,3,3,Neurotic
Male,40,3,4,3,3,3,Neurotic
Male,23,3,3,3,4,3,Agreeable
Male,21,4,4,3,3,3,Neurotic
Female,19,4,4,3,4,3,Neurotic
Male,31,3,2,3,4,3,Agreeable
Male,21,3,4,4,3,4,Extraverted
Female,28,3,4,3,3,3,Neurotic
Female,21,3,4,2,3,2,Neurotic
Male,18,3,4,3,4,3,Neurotic
Female,33,3,4,3,3,4,Extraverted
Male,18,3,3,3,4,4,Agreeable
Male,24,3,4,3,3,3,Neurotic
Male,23,3,3,3,4,3,Agreeable
Female,28,3,4,3,3,3,Neurotic
Female,36,4,3,3,3,3,Open
Female,18,4,3,2,3,2,Open
Female,28,4,3,3,3,3,Open
Male,65,3,4,3,3,3,Neurotic
Male,36,4,3,2,3,4,Extraverted
Male,19,3,4,4,4,3,Neurotic
Male,19,4,3,3,3,3,Open
Male,54,4,2,3,3,3,Open
Male,46,4,4,4,3,4,Neurotic
Female,23,3,3,4,3,4,Extraverted
Male,21,4,3,3,3,3,Open
Male,44,4,2,3,3,3,Open
Male,18,4,4,3,3,3,Neurotic
Female,38,4,4,2,3,3,Open
Male,31,3,3,3,3,4,Extraverted
Female,25,4,4,3,3,3,Neurotic
Male,17,3,4,4,4,3,Neurotic
Male,20,3,3,3,3,4,Extraverted
Female,19,3,4,2,3,3,Neurotic
Male,18,3,4,3,3,2,Neurotic
Male,54,3,4,3,3,2,Neurotic
Male,23,3,4,3,4,3,Neurotic
Female,28,3,3,3,4,3,Agreeable
Male,41,4,4,3,3,3,Neurotic
Male,19,4,3,3,3,3,Open
Male,20,3,4,4,3,2,Neurotic
Male,63,4,2,3,3,3,Open
Female,45,4,2,3,3,3,Open
Male,27,4,3,4,3,3,Conscientious
Female,36,3,4,3,3,3,Neurotic
Female,21,3,2,4,3,3,Conscientious
Male,40,4,4,4,3,3,Neurotic
Male,17,4,5,3,4,3,Neurotic
Female,24,4,4,4,4,3,Neurotic
Female,17,4,3,4,3,3,Conscientious
Female,24,4,3,3,3,3,Open
Male,20,3,4,4,3,3,Neurotic
Male,23,3,4,3,4,3,Neurotic
Female,20,3,3,4,3,3,Conscientious
Female,19,4,4,3,3,3,Neurotic
Male,46,3,4,3,4,3,Agreeable
Female,18,4,3,3,3,4,Open
Female,37,4,2,4,4,3,Agreeable
Male,32,4,3,3,4,3,Open
Female,18,4,3,4,3,3,Conscientious
Male,18,3,3,3,4,4,Agreeable
Male,30,3,4,3,4,3,Neurotic
Female,20,3,4,3,3,3,Neurotic
Female,37,3,4,3,4,3,Neurotic
Female,25,4,3,3,3,3,Open
Female,26,4,4,3,3,4,Extraverted
Female,23,3,3,4,3,3,Conscientious
Male,17,3,4,4,4,3,Neurotic
Male,20,3,3,4,3,3,Conscientious
Male,42,4,3,3,3,4,Extraverted
Male,24,4,4,3,3,3,Neurotic
Male,21,3,3,3,4,4,Agreeable
Female,22,4,3,3,3,3,Open
Male,26,4,4,3,3,3,Neurotic
Female,51,4,2,3,3,3,Open
Female,23,3,2,3,4,4,Extraverted
Male,44,4,3,4,3,3,Conscientious
Male,27,3,4,3,3,3,Neurotic
Male,53,3,4,4,3,3,Neurotic
Female,23,4,2,3,3,3,Open
Male,22,4,4,3,4,3,Neurotic
Female,26,4,2,4,3,3,Conscientious
Male,17,4,4,2,4,3,Neurotic
Male,27,4,4,3,4,4,Extraverted
Female,49,4,3,3,3,4,Open
Male,60,3,4,3,3,3,Neurotic
Female,24,4,3,3,4,4,Agreeable
Female,23,4,2,3,3,3,Open
Female,28,4,2,3,3,3,Open
Female,31,4,2,3,3,3,Open
Female,20,4,3,4,3,3,Conscientious
Female,18,4,3,3,3,3,Open
Male,66,4,3,3,4,3,Agreeable
Male,43,4,2,3,3,3,Open
Female,30,4,2,3,3,2,Open
Male,38,4,2,3,3,3,Open
Female,25,4,4,4,3,3,Neurotic
Male,26,4,2,4,4,3,Open
Female,22,3,4,4,3,3,Neurotic
Female,40,4,4,3,3,2,Neurotic
Male,40,4,2,4,3,4,Conscientious
Female,28,3,3,4,3,3,Conscientious
Male,49,4,2,3,4,3,Agreeable
Male,18,4,2,3,3,3,Open
Male,45,4,3,3,3,3,Open
Male,66,4,2,4,3,3,Conscientious
Female,25,3,4,3,3,3,Neurotic
Female,28,4,4,3,4,3,Neurotic
Male,23,4,2,3,4,3,Open
Male,35,3,4,3,3,3,Neurotic
Male,23,3,4,4,3,3,Neurotic
Male,36,4,3,3,4,3,Open
Male,23,3,4,4,3,3,Neurotic
Male,17,4,2,3,3,3,Open
Male,21,4,4,3,4,3,Neurotic
Male,50,4,3,2,3,3,Open
Male,29,4,2,3,4,3,Agreeable
Male,23,4,4,3,3,3,Neurotic
Male,34,3,4,3,3,3,Neurotic
Male,23,4,4,3,3,3,Open
Male,19,3,4,4,4,3,Neurotic
Male,19,4,2,3,3,3,Open
Male,19,3,4,4,3,3,Neurotic
Female,20,4,2,3,3,3,Open
Male,20,3,4,3,3,3,Neurotic
Male,20,4,4,4,4,3,Neurotic
Male,25,4,4,3,3,3,Neurotic
Female,18,3,3,4,4,3,Conscientious
Male,41,4,4,3,3,4,Extraverted
Male,52,4,4,3,3,3,Neurotic
Male,25,4,3,3,3,3,Open
Male,20,3,4,4,3,4,Neurotic
Female,17,4,5,3,4,4,Extraverted
Male,21,4,3,3,3,3,Open
Male,18,4,3,3,3,3,Open
Female,26,3,3,3,4,3,Agreeable
Female,27,4,4,4,4,3,Neurotic
Male,41,3,2,4,3,3,Conscientious
Male,35,4,3,4,4,3,Agreeable
Male,18,3,3,4,3,3,Conscientious
Female,25,4,2,3,3,3,Open
Male,20,3,4,3,3,3,Neurotic
Female,21,4,4,4,4,3,Neurotic
Female,24,3,3,3,4,3,Agreeable
Male,19,3,4,3,3,4,Extraverted
Male,47,4,3,4,3,3,Conscientious
Male,18,4,3,3,3,3,Open
Female,17,3,4,3,3,3,Neurotic
Female,39,4,2,3,3,3,Open
Female,27,3,2,3,3,4,Extraverted
Male,17,3,4,3,3,3,Neurotic
Male,21,4,3,3,4,4,Extraverted
Female,19,3,3,3,4,4,Agreeable
Male,23,4,4,3,4,4,Extraverted
Female,21,3,4,3,3,3,Neurotic
Female,26,3,3,4,4,4,Extraverted
Male,39,4,3,3,3,3,Open
Male,17,3,2,3,3,4,Extraverted
Male,39,3,2,3,3,4,Extraverted
Female,30,4,4,3,3,3,Neurotic
Female,25,3,3,3,4,4,Extraverted
Male,25,3,4,3,4,3,Neurotic
Male,26,4,3,3,3,3,Open
Female,20,3,4,4,4,3,Neurotic
Male,31,4,2,3,4,4,Extraverted
Male,26,4,4,4,4,2,Neurotic
Male,36,4,4,2,3,3,Neurotic
Female,33,4,4,3,3,3,Neurotic
Male,20,4,5,2,3,3,Neurotic
Female,37,4,3,4,3,4,Extraverted
Female,38,4,4,4,3,3,Neurotic
Male,29,4,4,3,4,3,Neurotic
Female,27,4,2,4,3,2,Conscientious
Male,34,4,3,3,3,4,Open
Female,24,4,4,4,4,3,Neurotic
Female,29,3,3,3,3,4,Extraverted
Male,38,4,4,4,3,3,Neurotic
Male,23,3,3,3,4,3,Agreeable
Male,20,3,4,4,4,4,Extraverted
Male,23,3,5,2,3,3,Neurotic
Female,20,3,4,4,3,3,Neurotic
Female,20,4,3,3,3,3,Open
Male,22,4,4,3,4,3,Neurotic
Male,24,3,2,3,4,3,Agreeable
Female,19,3,4,4,4,3,Neurotic
Female,26,4,4,3,3,3,Neurotic
Male,18,3,4,3,3,3,Neurotic
Male,25,4,3,3,3,3,Open
Male,30,4,4,3,3,2,Neurotic
Male,30,4,2,3,3,3,Open
Male,57,3,3,3,4,4,Extraverted
Female,27,3,4,2,3,3,Neurotic
Female,35,4,2,3,3,3,Open
Female,59,4,3,4,3,4,Extraverted
Female,20,4,4,3,3,3,Neurotic
Male,60,4,2,2,4,3,Open
Male,50,3,3,3,4,3,Agreeable
Male,22,3,4,3,3,3,Neurotic
Female,37,4,3,3,3,2,Open
Male,22,3,4,3,4,3,Neurotic
Male,17,3,4,3,3,3,Neurotic
Female,22,3,3,3,3,4,Extraverted
Female,22,4,4,4,3,3,Neurotic
Female,23,2,4,3,3,3,Neurotic
Male,23,4,3,3,3,4,Extraverted
Male,33,3,4,4,3,2,Neurotic
Male,24,3,3,4,3,4,Extraverted
Female,24,3,3,3,4,3,Agreeable
Male,19,4,3,3,3,3,Open
Female,30,4,3,3,3,3,Open
Female,34,4,3,3,3,2,Open
Female,20,4,3,4,3,3,Conscientious
Female,22,4,3,4,3,4,Conscientious
Male,51,3,2,3,4,3,Agreeable
Male,43,4,4,4,2,3,Neurotic
Female,31,4,4,3,3,4,Neurotic
Male,40,4,3,3,4,3,Agreeable
Male,20,3,4,2,3,3,Neurotic
Female,19,4,5,4,4,4,Extraverted
Female,44,4,2,3,4,3,Agreeable
Male,23,4,3,3,3,3,Open
Female,32,4,3,4,4,3,Agreeable
Male,40,4,2,3,4,3,Agreeable
Male,58,3,4,4,3,3,Neurotic
Female,24,4,4,3,4,4,Extraverted
Male,24,3,3,3,3,4,Extraverted
Female,18,4,2,4,3,2,Open
Male,22,3,2,3,4,3,Agreeable
Female,26,4,4,4,3,3,Neurotic
Male,21,4,2,3,3,3,Open
Male,20,4,3,3,3,3,Open
Female,20,4,3,3,3,3,Open
Female,43,3,4,3,4,3,Neurotic
Male,31,4,3,3,4,3,Open
Female,39,3,4,3,3,3,Neurotic
Female,18,4,3,3,3,3,Open
Male,45,4,3,3,3,3,Open
Male,22,3,4,4,3,3,Neurotic
Female,22,3,4,4,3,3,Neurotic
Male,29,3,4,3,3,3,Neurotic
Female,23,3,4,3,4,3,Neurotic
Male,30,4,3,4,3,3,Open
Male,33,2,2,4,3,4,Extraverted
Female,18,4,2,3,3,3,Open
Male,17,4,2,4,3,3,Conscientious
Male,55,4,3,3,3,3,Open
Male,57,4,2,3,3,3,Open
Female,21,3,4,3,3,4,Extraverted
Male,21,4,4,4,2,3,Neurotic
Female,21,3,4,4,3,4,Extraverted
Male,46,4,3,4,3,3,Conscientious
Male,25,4,3,4,3,3,Conscientious
Male,20,4,4,3,3,3,Neurotic
Male,17,4,4,4,3,3,Neurotic
Male,18,4,4,3,3,3,Neurotic
Female,24,4,3,3,4,3,Agreeable
Male,22,3,4,3,4,3,Neurotic
Female,27,3,3,4,3,3,Conscientious
Male,17,3,3,4,3,3,Conscientious
Female,28,4,4,4,3,3,Neurotic
Male,22,3,4,2,3,3,Neurotic
Female,24,4,3,3,3,3,Open
Male,22,3,3,4,4,3,Conscientious
Male,25,4,3,3,3,3,Open
Male,18,3,3,3,4,3,Agreeable
Male,26,4,3,3,3,4,Extraverted
Female,18,3,4,3,3,3,Neurotic
Male,19,3,4,4,3,3,Neurotic
Female,30,4,4,3,3,3,Open
Female,25,4,2,3,3,3,Open
Male,28,3,4,3,3,2,Neurotic
Male,25,4,3,3,3,3,Open
Female,53,4,3,3,3,3,Open
Male,29,4,4,4,3,3,Neurotic
Female,17,4,5,3,3,3,Neurotic
Female,22,4,3,4,3,3,Conscientious
Female,20,4,3,4,3,4,Extraverted
Male,21,3,3,4,4,3,Conscientious
Male,19,4,3,3,3,3,Open
Female,19,4,4,4,3,3,Neurotic
Male,21,4,3,4,3,3,Open
Female,24,4,3,2,3,3,Open
Female,27,4,4,4,4,4,Extraverted
Male,21,4,3,4,3,2,Conscientious
Male,20,3,4,3,3,3,Neurotic
Male,24,4,4,3,3,3,Neurotic
Female,62,4,3,3,4,3,Agreeable
Male,28,4,4,3,3,2,Neurotic
Male,21,3,4,3,3,3,Neurotic
Male,28,4,3,3,3,3,Open
Female,45,4,2,3,4,3,Agreeable
Male,23,4,4,3,4,3,Neurotic
Female,34,4,2,3,3,3,Open
Female,34,3,4,3,4,3,Neurotic
Female,17,3,4,3,4,3,Neurotic
Female,23,4,4,3,3,3,Neurotic
Female,31,4,3,3,3,3,Open
Male,65,4,3,4,3,3,Conscientious
Male,20,3,4,4,4,4,Extraverted
Male,37,3,4,3,3,3,Neurotic
Female,23,4,4,3,3,3,Neurotic
Male,22,4,4,3,4,4,Extraverted
Female,35,3,4,3,3,3,Neurotic
Male,28,4,3,3,3,3,Open
Female,30,4,2,4,3,3,Conscientious
Male,22,3,4,3,4,3,Neurotic
Male,25,3,2,3,3,4,Extraverted
Female,31,4,4,3,3,2,Neurotic
Male,18,3,4,3,3,3,Neurotic
Male,54,4,3,3,3,3,Open
Male,24,3,3,4,4,2,Agreeable
Male,38,3,4,3,3,3,Neurotic
Male,37,3,3,5,4,3,Agreeable
Male,28,4,4,4,4,2,Neurotic
Female,30,3,4,3,3,3,Neurotic
Male,22,4,3,4,3,2,Conscientious
Male,19,3,4,4,3,3,Conscientious
Male,34,3,4,4,4,3,Neurotic
Male,30,3,4,3,3,3,Neurotic
Male,20,3,3,3,4,3,Agreeable
Male,37,4,3,3,3,3,Open
Male,20,3,4,3,3,3,Neurotic
Male,45,4,3,4,3,3,Conscientious
Female,31,4,3,3,3,3,Open
Male,17,3,4,3,3,3,Neurotic
Male,18,3,4,3,3,3,Neurotic
Female,30,4,4,3,2,3,Neurotic
Male,29,3,4,4,3,3,Neurotic
Male,34,4,3,3,3,3,Open
Female,19,4,4,3,3,3,Neurotic
Male,21,4,4,3,3,3,Neurotic
Male,27,4,3,3,3,3,Open
Male,22,3,4,3,3,3,Neurotic
Female,35,4,3,4,4,3,Agreeable
Male,28,4,5,5,3,3,Neurotic
Male,28,4,4,2,4,2,Neurotic
Female,25,3,4,3,3,3,Neurotic
Male,23,3,2,4,4,3,Agreeable
Male,56,4,3,3,3,3,Open
Male,20,3,4,4,4,3,Neurotic
Male,31,4,4,4,4,4,Extraverted
Male,29,4,2,3,3,3,Open
Female,27,3,2,3,4,3,Agreeable
Male,20,4,2,3,4,4,Extraverted
Female,21,4,3,3,3,3,Open
Male,22,3,3,4,3,4,Extraverted
Female,22,3,4,3,4,3,Neurotic
Female,26,4,2,3,4,3,Agreeable
Male,31,3,2,4,4,3,Conscientious
Male,31,4,4,3,3,3,Neurotic
Male,26,3,2,3,4,3,Agreeable
Male,23,3,4,3,3,3,Neurotic
Male,38,3,4,3,3,4,Extraverted
Male,31,3,4,2,3,2,Neurotic
Female,27,4,2,4,3,3,Conscientious
Male,27,4,2,4,2,3,Conscientious
Female,46,4,2,3,3,3,Open
Female,25,3,4,3,3,3,Neurotic
Male,30,4,3,2,3,3,Open
Male,27,3,3,3,4,4,Extraverted
Female,42,3,4,3,3,3,Neurotic
Female,23,3,4,3,3,3,Neurotic
Male,23,4,2,3,3,3,Open
Male,21,4,4,4,3,3,Neurotic
Male,20,3,4,3,4,4,Extraverted
Male,20,3,4,3,3,3,Neurotic
Male,31,3,4,3,2,2,Neurotic
Male,24,4,4,3,3,4,Extraverted
Female,38,4,3,3,3,4,Open
Female,18,4,2,3,3,3,Open
Female,20,4,4,4,4,4,Neurotic
Male,20,3,2,4,3,3,Conscientious
Female,20,3,4,3,3,3,Neurotic
Male,17,3,2,3,3,4,Extraverted
Male,17,3,4,3,3,4,Neurotic
Male,28,3,4,3,3,3,Neurotic
Female,36,3,2,4,3,3,Conscientious
Male,26,4,3,3,4,4,Agreeable
Female,20,4,4,4,4,3,Neurotic
Male,21,4,3,3,3,3,Open
Female,24,4,4,3,3,3,Neurotic
Male,28,4,4,4,3,3,Neurotic
Female,27,4,4,3,3,3,Neurotic
Female,55,4,4,3,3,2,Neurotic
Male,22,4,4,4,3,3,Neurotic
Male,21,4,4,4,4,3,Neurotic
Female,33,4,3,4,4,2,Agreeable
Female,20,4,3,3,3,3,Open
Female,22,4,4,3,4,2,Neurotic
Female,27,4,4,3,3,2,Neurotic
Male,26,4,2,3,4,3,Open
Male,18,4,3,3,4,4,Extraverted
Female,18,4,3,4,3,3,Conscientious
Female,43,4,3,3,3,3,Open
Male,18,4,4,4,3,3,Neurotic
Male,37,3,3,3,4,3,Agreeable
Male,45,4,3,3,3,4,Extraverted
Female,55,3,3,3,3,4,Extraverted
Male,59,4,3,4,3,3,Conscientious
Female,24,4,4,3,3,3,Open
Female,21,4,4,4,4,4,Extraverted
Female,22,4,2,3,3,3,Open
Female,32,4,3,4,3,3,Conscientious
Male,35,4,3,3,3,3,Open
Male,62,4,4,4,3,4,Extraverted
Male,26,4,4,3,3,3,Neurotic
Male,26,4,4,4,3,3,Neurotic
Female,23,3,3,3,4,4,Extraverted
Male,21,4,4,3,3,3,Neurotic
Male,22,3,3,4,3,3,Conscientious
Male,23,3,4,3,3,3,Neurotic
Male,41,4,3,3,3,3,Open
Male,51,4,3,3,3,3,Open
Male,35,4,3,3,3,3,Open
Female,28,4,3,3,3,3,Open
Male,25,3,4,3,3,3,Neurotic
Male,21,3,3,4,4,3,Agreeable
Male,17,4,4,4,4,3,Neurotic
Male,34,4,3,4,4,4,Extraverted
Female,27,3,2,4,4,3,Agreeable
Female,65,4,3,3,3,3,Open
Male,41,3,4,4,3,3,Neurotic
Female,18,4,4,3,4,4,Extraverted
Female,60,3,4,4,3,3,Neurotic
Male,25,3,4,3,4,3,Neurotic
Female,23,3,4,3,4,3,Neurotic
Female,29,4,4,4,4,4,Neurotic
Female,35,4,4,3,3,3,Neurotic
Female,24,4,4,3,3,3,Open
Female,25,3,4,3,4,3,Neurotic
Female,22,3,2,3,4,3,Agreeable
Female,41,4,4,3,3,3,Neurotic
Female,42,4,3,3,3,3,Open
Male,44,3,4,4,4,3,Neurotic
Female,21,3,4,4,3,3,Neurotic
Male,31,4,3,3,3,2,Open
Male,23,3,5,2,3,3,Neurotic
Female,31,4,2,3,3,3,Open
Female,25,3,4,4,4,3,Neurotic
Male,28,3,4,4,3,3,Neurotic
Male,24,3,4,3,3,3,Neurotic
Male,18,3,4,3,3,2,Neurotic
Male,31,4,4,3,4,3,Neurotic
Male,17,3,4,3,4,4,Extraverted
Female,35,4,2,3,3,3,Open
Female,24,3,2,3,4,3,Agreeable
Male,18,3,4,3,4,4,Extraverted
Male,25,4,4,4,3,3,Neurotic
Male,20,3,4,4,3,4,Neurotic
Male,26,4,4,3,4,3,Neurotic
Male,58,4,2,3,4,3,Open
Female,29,4,1,4,3,2,Conscientious
Male,17,4,4,3,3,3,Neurotic
Male,40,4,3,3,3,3,Open
Male,27,4,3,3,4,3,Agreeable
Female,18,3,3,4,3,4,Extraverted
Female,17,3,4,4,3,3,Neurotic
Male,20,3,2,3,3,4,Extraverted
Male,17,4,4,3,4,3,Neurotic
Female,17,3,2,3,4,4,Extraverted
Male,17,3,2,3,4,3,Agreeable
Male,17,3,4,4,3,3,Neurotic
Male,23,4,3,2,4,3,Agreeable
Female,17,4,3,3,3,3,Open
Male,17,4,2,3,3,3,Open
Female,37,4,2,3,3,4,Open
Female,17,3,2,4,3,3,Conscientious
Female,17,4,2,3,3,3,Open
Female,18,3,3,4,4,4,Extraverted
Male,21,2,4,3,4,3,Neurotic
Male,17,3,4,4,3,3,Neurotic
Female,17,4,4,3,4,3,Neurotic
Male,17,3,4,4,3,3,Neurotic
Female,17,4,3,4,4,3,Agreeable
Male,19,3,4,4,3,3,Neurotic
Male,41,4,3,3,3,3,Open
Female,32,4,4,4,4,3,Neurotic
Male,18,3,4,3,3,3,Neurotic
Male,20,3,3,3,4,4,Agreeable
Female,19,4,4,4,4,3,Neurotic
Male,28,4,2,3,3,3,Open
Male,17,4,3,3,4,3,Open
Female,20,4,3,4,3,3,Open
Male,56,4,3,3,3,3,Open
Male,20,3,4,4,3,3,Neurotic
Female,17,4,2,3,4,3,Open
Male,35,4,4,4,4,3,Neurotic
Male,17,4,3,3,3,3,Open
Male,48,4,4,3,3,3,Neurotic
Male,17,3,4,3,4,3,Neurotic
Female,58,4,2,3,3,3,Open
Female,17,3,4,3,3,3,Neurotic
Male,19,4,2,4,3,3,Conscientious
Female,26,3,4,4,4,4,Extraverted
Female,21,4,4,3,2,3,Open
Female,17,4,4,3,3,4,Extraverted
Male,25,3,4,3,3,3,Neurotic
Male,21,4,3,3,4,3,Agreeable
Male,17,3,4,3,3,3,Neurotic
Male,19,4,3,3,4,3,Agreeable
Male,17,3,4,3,2,2,Neurotic
Male,51,4,3,4,4,3,Agreeable
Male,26,3,4,3,4,3,Agreeable
